trial,filter,tagp_total_deg,tagp_heading_deg,tagp_inclination_deg,zero_shot_total_deg
05_undisturbed_slow_rotation_with_breaks_B.hdf5,Madgwick,1.5389441047403931,1.3789803508876484,0.683217382555326,
05_undisturbed_slow_rotation_with_breaks_B.hdf5,MEKF,2.230673283727181,2.1986503276853107,0.37663672463675996,
05_undisturbed_slow_rotation_with_breaks_B.hdf5,ARBITER,2.327754546251115,2.2074997089368114,0.738564730527104,
05_undisturbed_slow_rotation_with_breaks_B.hdf5,VQF,2.1466819907374317,2.117444871409316,0.3531090553690811,
06_undisturbed_fast_rotation_A.hdf5,Complementary,2.9732770899659156,2.7570251058037134,1.1132571276631293,
06_undisturbed_fast_rotation_A.hdf5,Mahony,4.930694517402287,4.574684476290455,1.8400207495463605,
06_undisturbed_fast_rotation_A.hdf5,Madgwick,5.093555820384043,4.8851712343308265,1.4425379318257383,
06_undisturbed_fast_rotation_A.hdf5,MEKF,2.2603101432346095,1.9588009586286328,1.1279446409719431,
06_undisturbed_fast_rotation_A.hdf5,ARBITER,4.980211805529827,3.9404501235457676,3.0462940383601,
06_undisturbed_fast_rotation_A.hdf5,VQF,1.565632390052122,1.3433576072718632,0.804132556005458,
07_undisturbed_fast_rotation_B.hdf5,Complementary,3.473785681251502,2.9910640767362167,1.766797564769128,
07_undisturbed_fast_rotation_B.hdf5,Mahony,2.7324359104214815,1.9144164494792717,1.9497630916207072,
07_undisturbed_fast_rotation_B.hdf5,Madgwick,3.7008281819497437,2.784952209856449,2.43747594057221,
07_undisturbed_fast_rotation_B.hdf5,MEKF,2.794213145526434,2.231683036237742,1.681680364104685,
07_undisturbed_fast_rotation_B.hdf5,ARBITER,4.811501057071746,2.936048343597454,3.812476175768809,
07_undisturbed_fast_rotation_B.hdf5,VQF,2.803824161099672,2.6106331749387173,1.0228860104095845,
08_undisturbed_fast_rotation_with_breaks_A.hdf5,Complementary,7.3701539254712145,6.906856234485418,2.5732932540303675,
08_undisturbed_fast_rotation_with_breaks_A.hdf5,Mahony,6.838411917788954,6.464658761767551,2.2309806415030953,
08_undisturbed_fast_rotation_with_breaks_A.hdf5,Madgwick,6.779657664646907,6.566534251915954,1.6873274902046973,
08_undisturbed_fast_rotation_with_breaks_A.hdf5,MEKF,3.0789286174509662,2.6223790091461834,1.6134811984935276,
08_undisturbed_fast_rotation_with_breaks_A.hdf5,ARBITER,12.038114198552439,10.092811707775564,6.5834360246535155,
08_undisturbed_fast_rotation_with_breaks_A.hdf5,VQF,7.98019675638875,7.783389647133706,1.7628999511986032,
09_undisturbed_fast_rotation_with_breaks_B.hdf5,Complementary,1.8042621623092439,1.332721087443725,1.216249812443865,
09_undisturbed_fast_rotation_with_breaks_B.hdf5,Mahony,2.081096092171227,1.2648540082304753,1.6526350275895723,
09_undisturbed_fast_rotation_with_breaks_B.hdf5,Madgwick,2.2229842023522264,1.3283737927074375,1.7824682582877323,
09_undisturbed_fast_rotation_with_breaks_B.hdf5,MEKF,2.5742388539107632,2.2031382950269274,1.3315713495055594,
09_undisturbed_fast_rotation_with_breaks_B.hdf5,ARBITER,6.182058335370645,4.624691045758411,4.105588414956493,
09_undisturbed_fast_rotation_with_breaks_B.hdf5,VQF,3.242388674419254,3.1223327839187425,0.8742540216685116,
10_undisturbed_slow_translation_A.hdf5,Complementary,2.0824026164933005,1.9591154127015435,0.7059122412044178,
10_undisturbed_slow_translation_A.hdf5,Mahony,3.5834863056181887,1.9536941282406841,3.0041796664171216,
10_undisturbed_slow_translation_A.hdf5,Madgwick,3.110620178924553,1.5916360205222961,2.6726523327334655,
10_undisturbed_slow_translation_A.hdf5,MEKF,2.877351073717245,2.532808506934789,1.3654996170026965,
10_undisturbed_slow_translation_A.hdf5,ARBITER,16.477893393506147,15.403832398417423,5.876578531339519,
10_undisturbed_slow_translation_A.hdf5,VQF,1.7411298659745782,1.7152577630548274,0.29904873834907536,
